WordNet ID,Name,Clutter,Difficulty,Scale,CNN similarity: highest ranked,Human similarity: highest ranked,Semantic similarity: highest ranked
n02130308,cheetah,1.3874,0.0800,0.4845,"cheetah, leopard, jaguar, lynx, snow_leopard","cheetah, jaguar, leopard, snow_leopard, lion","cheetah, lion, tiger, jaguar, snow_leopard"
n02132136,brown_bear,1.3534,0.1429,0.4674,"brown_bear, American_black_bear, wild_boar, sloth_bear, mink","brown_bear, American_black_bear, sloth_bear, warthog, hyena","brown_bear, sloth_bear, ice_bear, American_black_bear, Brittany_spaniel"
n02133161,American_black_bear,1.8123,0.2400,0.3906,"American_black_bear, sloth_bear, brown_bear, wild_boar, groenendael","American_black_bear, brown_bear, sloth_bear, polecat, wild_boar","American_black_bear, sloth_bear, ice_bear, brown_bear, cocker_spaniel"
n02134084,ice_bear,1.3310,0.1739,0.4181,"ice_bear, white_wolf, Great_Dane, Arctic_fox, Irish_wolfhound","ice_bear, sloth_bear, timber_wolf, Irish_water_spaniel, American_black_bear","ice_bear, American_black_bear, sloth_bear, brown_bear, cocker_spaniel"
n02134418,sloth_bear,1.8934,0.4000,0.4914,"sloth_bear, American_black_bear, weasel, brown_bear, langur","sloth_bear, American_black_bear, ice_bear, brown_bear, polecat","sloth_bear, American_black_bear, ice_bear, brown_bear, cocker_spaniel"
n02137549,mongoose,1.9659,0.4400,0.3689,"mongoose, meerkat, fox_squirrel, wallaby, mink","mongoose, badger, kit_fox, otter, beaver","mongoose, meerkat, Irish_water_spaniel, Brittany_spaniel, Sussex_spaniel"
n02138441,meerkat,1.6857,0.2041,0.3408,"meerkat, mongoose, mink, ptarmigan, three-toed_sloth","meerkat, wood_rabbit, hare, wallaby, kit_fox","meerkat, mongoose, Sussex_spaniel, Irish_water_spaniel, cocker_spaniel"
n02165105,tiger_beetle,0.4328,0.1875,0.5278,"tiger_beetle, ground_beetle, long-horned_beetle, weevil, dung_beetle","tiger_beetle, ground_beetle, barn_spider, tick, scorpion","tiger_beetle, rhinoceros_beetle, leaf_beetle, ladybug, weevil"
n02165456,ladybug,1.2346,0.1429,0.0733,"ladybug, leaf_beetle, ant, weevil, tick","ladybug, dragonfly, fly, admiral, leaf_beetle","ladybug, rhinoceros_beetle, leaf_beetle, tiger_beetle, ground_beetle"
n02167151,ground_beetle,0.5448,0.5200,0.5341,"ground_beetle, tiger_beetle, long-horned_beetle, weevil, dung_beetle","ground_beetle, fly, tiger_beetle, long-horned_beetle, scorpion","ground_beetle, rhinoceros_beetle, leaf_beetle, tiger_beetle, dung_beetle"
n02168699,long-horned_beetle,1.2712,0.5652,0.5534,"long-horned_beetle, weevil, ground_beetle, tick, leaf_beetle","long-horned_beetle, fly, dragonfly, leaf_beetle, ground_beetle","long-horned_beetle, rhinoceros_beetle, leaf_beetle, ground_beetle, tiger_beetle"
n02169497,leaf_beetle,1.2617,0.4400,0.1889,"leaf_beetle, ladybug, long-horned_beetle, weevil, tick","leaf_beetle, fly, ground_beetle, long-horned_beetle, dragonfly","leaf_beetle, rhinoceros_beetle, weevil, tiger_beetle, ground_beetle"
n02172182,dung_beetle,1.1157,0.1633,0.1392,"dung_beetle, ground_beetle, tick, rhinoceros_beetle, weevil","dung_beetle, tiger_beetle, fiddler_crab, barn_spider, rock_crab","dung_beetle, rhinoceros_beetle, leaf_beetle, tiger_beetle, weevil"
n02174001,rhinoceros_beetle,0.9845,0.2200,0.4575,"rhinoceros_beetle, ground_beetle, dung_beetle, tiger_beetle, American_lobster","black_widow, rhinoceros_beetle, cricket, barn_spider, fly","rhinoceros_beetle, dung_beetle, tiger_beetle, ladybug, ground_beetle"
n02177972,weevil,0.8290,0.3000,0.3793,"weevil, long-horned_beetle, ground_beetle, tick, leaf_beetle","fly, weevil, long-horned_beetle, leaf_beetle, ground_beetle","weevil, rhinoceros_beetle, leaf_beetle, tiger_beetle, dung_beetle"
n02190166,fly,1.3233,0.2200,0.3914,"fly, cicada, bee, long-horned_beetle, ant","fly, dragonfly, long-horned_beetle, tick, cicada","fly, lycaenid, sulphur_butterfly, cabbage_butterfly, monarch"
n02206856,bee,1.3219,0.4565,0.2017,"bee, fly, cardoon, cabbage_butterfly, cicada","bee, yellow_lady's_slipper, ringlet, fly, sulphur_butterfly","bee, ant, monarch, cabbage_butterfly, lycaenid"
n02219486,ant,1.5050,0.3333,0.1943,"ant, cockroach, weevil, ground_beetle, long-horned_beetle","black_widow, cricket, barn_spider, tarantula, tiger_beetle","ant, bee, lycaenid, ringlet, monarch"
n02226429,grasshopper,0.8306,0.5200,0.4907,"grasshopper, cricket, mantis, long-horned_beetle, walking_stick","tree_frog, grasshopper, American_chameleon, walking_stick, garden_spider","grasshopper, cricket, lycaenid, ringlet, monarch"
n02229544,cricket,0.8662,0.5400,0.5745,"cricket, grasshopper, long-horned_beetle, ground_beetle, mantis","cricket, black_widow, fly, tick, rhinoceros_beetle","cricket, grasshopper, lycaenid, sulphur_butterfly, ringlet"
n02231487,walking_stick,1.3978,0.4082,0.5190,"walking_stick, mantis, harvestman, wolf_spider, American_chameleon","walking_stick, tree_frog, American_chameleon, grasshopper, cricket","walking_stick, lycaenid, ringlet, monarch, cabbage_butterfly"
n02233338,cockroach,1.3607,0.4167,0.4212,"cockroach, ant, tick, ground_beetle, weevil","tiger_beetle, fly, cockroach, long-horned_beetle, dragonfly","cockroach, mantis, lycaenid, sulphur_butterfly, cabbage_butterfly"
n02236044,mantis,0.9996,0.4800,0.6060,"mantis, walking_stick, grasshopper, harvestman, American_chameleon","mantis, tarantula, American_chameleon, walking_stick, whiptail","mantis, cockroach, sulphur_butterfly, monarch, lycaenid"
n02256656,cicada,0.8859,0.3265,0.3976,"cicada, fly, long-horned_beetle, bee, lacewing","cicada, fly, tick, tiger_beetle, cricket","cicada, leafhopper, ringlet, monarch, cabbage_butterfly"
n02259212,leafhopper,1.0091,0.1400,0.2241,"leafhopper, mantis, long-horned_beetle, tree_frog, lacewing","leafhopper, dragonfly, long-horned_beetle, damselfly, fly","leafhopper, cicada, lycaenid, ringlet, monarch"
n02264363,lacewing,1.0874,0.2400,0.4831,"lacewing, grasshopper, cricket, long-horned_beetle, cicada","damselfly, lacewing, dragonfly, fly, black_widow","lacewing, cabbage_butterfly, lycaenid, sulphur_butterfly, monarch"
n02268443,dragonfly,0.7255,0.3000,0.5244,"dragonfly, damselfly, long-horned_beetle, wolf_spider, grasshopper","fly, dragonfly, damselfly, long-horned_beetle, leaf_beetle","dragonfly, damselfly, lycaenid, ringlet, sulphur_butterfly"
n02268853,damselfly,0.7576,0.3469,0.4051,"damselfly, dragonfly, long-horned_beetle, bee, bow","damselfly, lacewing, dragonfly, fly, cricket","damselfly, dragonfly, monarch, lycaenid, sulphur_butterfly"
n02276258,admiral,0.8249,0.1000,0.3755,"admiral, leaf_beetle, ant, ladybug, lycaenid","admiral, sulphur_butterfly, ringlet, dragonfly, ladybug","admiral, sulphur_butterfly, cabbage_butterfly, monarch, ringlet"
n02277742,ringlet,0.6512,0.1800,0.3534,"ringlet, bee, lycaenid, cardoon, cabbage_butterfly","ringlet, lycaenid, cabbage_butterfly, sulphur_butterfly, admiral","ringlet, admiral, cabbage_butterfly, lycaenid, monarch"
n02279972,monarch,1.0989,0.1020,0.3172,"monarch, thimble, pitcher, green_lizard, alligator_lizard","monarch, sulphur_butterfly, ladybug, admiral, cabbage_butterfly","monarch, admiral, cabbage_butterfly, lycaenid, ringlet"
n02280649,cabbage_butterfly,1.2349,0.1200,0.2756,"cabbage_butterfly, sulphur_butterfly, bee, cardoon, ringlet","cabbage_butterfly, ringlet, lycaenid, sulphur_butterfly, yellow_lady's_slipper","cabbage_butterfly, ringlet, monarch, lycaenid, sulphur_butterfly"
n02281406,sulphur_butterfly,1.2226,0.1200,0.3378,"sulphur_butterfly, cabbage_butterfly, bee, ladybug, toucan","sulphur_butterfly, cabbage_butterfly, ringlet, lycaenid, monarch","sulphur_butterfly, cabbage_butterfly, admiral, lycaenid, monarch"
n02281787,lycaenid,0.8413,0.1400,0.2380,"lycaenid, ringlet, fly, admiral, dragonfly","lycaenid, ringlet, cabbage_butterfly, sulphur_butterfly, admiral","lycaenid, admiral, cabbage_butterfly, ringlet, monarch"
n02317335,starfish,1.2031,0.2292,0.4704,"starfish, sea_cucumber, American_alligator, chiton, leatherback_turtle","starfish, anemone_fish, sea_anemone, rock_beauty, lionfish","starfish, sea_cucumber, sea_urchin, scorpion, ladybug"
n02319095,sea_urchin,1.3949,0.2979,0.6084,"sea_urchin, lionfish, puffer, eel, coral_reef","sea_urchin, coral_fungus, sea_anemone, earthstar, acorn","sea_urchin, sea_cucumber, starfish, scorpion, monarch"
n02321529,sea_cucumber,1.7238,0.3800,0.4314,"sea_cucumber, sea_anemone, sea_slug, chiton, sea_snake","sea_cucumber, chiton, hognose_snake, green_snake, eel","sea_cucumber, sea_urchin, starfish, scorpion, lycaenid"
n02325366,wood_rabbit,1.0489,0.3200,0.3736,"wood_rabbit, hare, wallaby, fox_squirrel, mongoose","wood_rabbit, hare, wallaby, fox_squirrel, meerkat","wood_rabbit, Angora, hare, timber_wolf, red_wolf"
n02326432,hare,1.1639,0.2200,0.3579,"hare, wood_rabbit, wallaby, prairie_chicken, mongoose","hare, wood_rabbit, wallaby, fox_squirrel, kit_fox","hare, Angora, wood_rabbit, timber_wolf, red_wolf"
n02328150,Angora,1.9708,0.0800,0.5774,"Angora, guinea_pig, miniature_poodle, fur_coat, Lhasa","Angora, hamster, Dandie_Dinmont, guinea_pig, Maltese_dog","Angora, wood_rabbit, hare, red_wolf, timber_wolf"
n02342885,hamster,1.8315,0.0800,0.4260,"hamster, guinea_pig, toilet_tissue, polecat, pencil_sharpener","hamster, guinea_pig, Angora, Dandie_Dinmont, Maltese_dog","hamster, guinea_pig, beaver, marmot, fox_squirrel"
n02346627,porcupine,1.9556,0.1800,0.4931,"porcupine, mink, beaver, titi, marmoset","porcupine, otter, beaver, marmot, colobus","porcupine, guinea_pig, fox_squirrel, marmot, beaver"
n02356798,fox_squirrel,1.5273,0.2800,0.4923,"fox_squirrel, mongoose, wallaby, marmoset, wood_rabbit","fox_squirrel, wood_rabbit, squirrel_monkey, hare, wallaby","fox_squirrel, beaver, porcupine, marmot, guinea_pig"
n02361337,marmot,1.8048,0.1800,0.2302,"marmot, beaver, stone_wall, cliff, badger","marmot, lesser_panda, colobus, squirrel_monkey, patas","marmot, porcupine, guinea_pig, fox_squirrel, beaver"
n02363005,beaver,1.6454,0.3200,0.2859,"beaver, marmot, porcupine, mink, platypus","beaver, otter, badger, marmot, mongoose","beaver, porcupine, guinea_pig, fox_squirrel, marmot"
n02364673,guinea_pig,2.3663,0.2766,0.4804,"guinea_pig, wombat, hamster, mousetrap, toilet_tissue","guinea_pig, hamster, Angora, Pomeranian, Persian_cat","guinea_pig, beaver, hamster, porcupine, fox_squirrel"
n02389026,sorrel,1.3424,0.0816,0.5716,"sorrel, Indian_elephant, geyser, ox, Arabian_camel","sorrel, ox, oxcart, bison, hartebeest","sorrel, zebra, llama, hog, bison"
n02391049,zebra,0.8550,0.0213,0.5573,"zebra, whippet, Saluki, Ibizan_hound, Italian_greyhound","zebra, hartebeest, impala, bison, sorrel","zebra, sorrel, llama, warthog, wild_boar"
n02395406,hog,2.0483,0.5532,0.5424,"hog, wild_boar, warthog, wombat, dingo","hog, polecat, brown_bear, badger, otter","hog, wild_boar, warthog, ram, water_buffalo"
n02396427,wild_boar,1.7378,0.3000,0.4241,"wild_boar, hog, warthog, water_buffalo, brown_bear","wild_boar, otter, badger, marmot, mongoose","wild_boar, warthog, hog, llama, ram"
n02397096,warthog,1.8912,0.2653,0.3804,"warthog, wild_boar, hog, water_buffalo, hyena","warthog, brown_bear, wild_boar, American_black_bear, otter","warthog, wild_boar, hog, llama, hippopotamus"
n02398521,hippopotamus,1.5582,0.1837,0.4146,"hippopotamus, sea_lion, Indian_elephant, African_elephant, gar","hippopotamus, sea_lion, dugong, tiger_shark, leatherback_turtle","hippopotamus, Arabian_camel, hog, water_buffalo, bison"
n02403003,ox,2.6789,0.5745,0.4560,"ox, oxcart, water_buffalo, horse_cart, plow","ox, bison, sorrel, oxcart, Arabian_camel","ox, bison, ram, water_buffalo, ibex"
n02408429,water_buffalo,2.2791,0.3200,0.3142,"water_buffalo, ox, Indian_elephant, wild_boar, warthog","water_buffalo, ibex, bison, ram, hartebeest","water_buffalo, ox, ibex, ram, bison"
n02410509,bison,1.8399,0.1000,0.4015,"bison, water_buffalo, Indian_elephant, warthog, wild_boar","bison, ibex, bighorn, ram, hartebeest","bison, water_buffalo, ox, ibex, ram"
n02412080,ram,1.8068,0.5200,0.5386,"ram, bighorn, ox, ibex, water_buffalo","ram, hartebeest, bighorn, impala, ibex","ram, water_buffalo, ox, ibex, bison"
n02415577,bighorn,2.0221,0.2800,0.3822,"bighorn, ram, ox, ibex, marmot","bighorn, ram, ibex, hartebeest, impala","bighorn, ram, water_buffalo, gazelle, ox"
n02417914,ibex,1.8693,0.1429,0.3730,"ibex, ox, bighorn, ram, water_buffalo","ibex, hartebeest, ram, bighorn, impala","ibex, water_buffalo, ox, ram, bison"
n02422106,hartebeest,1.7574,0.1224,0.4210,"hartebeest, impala, gazelle, ox, water_buffalo","hartebeest, impala, ram, ibex, gazelle","hartebeest, impala, gazelle, bighorn, water_buffalo"
n02422699,impala,1.2502,0.2174,0.4214,"impala, gazelle, hartebeest, racer, Madagascar_cat","impala, hartebeest, gazelle, ibex, ram","impala, gazelle, hartebeest, bighorn, water_buffalo"
n02423022,gazelle,1.2291,0.3542,0.4205,"gazelle, impala, hartebeest, lion, stone_wall","gazelle, hartebeest, impala, ram, ibex","gazelle, impala, hartebeest, bighorn, water_buffalo"
n02437312,Arabian_camel,2.0967,0.1800,0.5164,"Arabian_camel, muzzle, lakeside, breakwater, brown_bear","Arabian_camel, ram, ox, bighorn, bison","Arabian_camel, hippopotamus, impala, gazelle, ox"
n02437616,llama,2.1897,0.2400,0.5400,"llama, mongoose, hog, Madagascar_cat, wombat","llama, oxcart, gazelle, hartebeest, ram","llama, warthog, wild_boar, hog, Arabian_camel"
n02441942,weasel,2.0033,0.6000,0.3215,"weasel, polecat, black-footed_ferret, mink, otter","weasel, Madagascar_cat, badger, polecat, patas","weasel, polecat, mink, otter, badger"
n02442845,mink,1.7897,0.3673,0.3648,"mink, polecat, weasel, wombat, spider_monkey","mink, echidna, armadillo, otter, badger","mink, polecat, weasel, black-footed_ferret, otter"
n02443114,polecat,2.1064,0.6122,0.4898,"polecat, weasel, black-footed_ferret, mink, otter","polecat, badger, Madagascar_cat, weasel, mongoose","polecat, skunk, otter, black-footed_ferret, mink"
n02443484,black-footed_ferret,2.2295,0.4200,0.4845,"black-footed_ferret, polecat, weasel, ashcan, eel","black-footed_ferret, patas, hamster, squirrel_monkey, Madagascar_cat","black-footed_ferret, polecat, otter, mink, skunk"
n02444819,otter,1.6298,0.3200,0.4048,"otter, weasel, sea_lion, polecat, American_alligator","otter, beaver, mongoose, badger, porcupine","otter, polecat, badger, weasel, black-footed_ferret"
n02445715,skunk,2.1642,0.1200,0.3640,"skunk, schipperke, groenendael, kelpie, cockroach","skunk, koala, black-footed_ferret, giant_panda, spider_monkey","skunk, polecat, otter, mink, badger"
n02447366,badger,1.8273,0.1600,0.4701,"badger, weasel, polecat, mongoose, hog","badger, mongoose, weasel, polecat, Madagascar_cat","badger, polecat, otter, mink, skunk"
n02454379,armadillo,1.9826,0.1600,0.3542,"armadillo, echidna, Irish_wolfhound, bell_pepper, butcher_shop","armadillo, echidna, mink, beaver, otter","armadillo, three-toed_sloth, hamster, Norfolk_terrier, water_buffalo"
n02457408,three-toed_sloth,2.1134,0.2200,0.5002,"three-toed_sloth, titi, marmoset, mongoose, meerkat","three-toed_sloth, indri, colobus, squirrel_monkey, proboscis_monkey","three-toed_sloth, armadillo, wild_boar, warthog, zebra"
n02480495,orangutan,1.7471,0.1800,0.6143,"orangutan, gibbon, patas, marmoset, gorilla","chimpanzee, orangutan, gorilla, siamang, howler_monkey","orangutan, gorilla, chimpanzee, gibbon, siamang"
n02480855,gorilla,1.5214,0.2653,0.5860,"gorilla, siamang, patas, chimpanzee, capuchin","gorilla, chimpanzee, siamang, orangutan, howler_monkey","gorilla, orangutan, chimpanzee, siamang, gibbon"
n02481823,chimpanzee,1.5860,0.2600,0.5902,"chimpanzee, siamang, gorilla, patas, gibbon","chimpanzee, orangutan, howler_monkey, siamang, gorilla","chimpanzee, gorilla, orangutan, siamang, gibbon"
n02483362,gibbon,1.4518,0.3200,0.5570,"gibbon, siamang, spider_monkey, capuchin, langur","squirrel_monkey, howler_monkey, spider_monkey, gibbon, capuchin","gibbon, siamang, gorilla, chimpanzee, orangutan"
n02483708,siamang,1.6858,0.4200,0.5235,"siamang, chimpanzee, gibbon, gorilla, capuchin","siamang, chimpanzee, gorilla, howler_monkey, orangutan","siamang, gibbon, chimpanzee, gorilla, orangutan"
n02484975,guenon,1.0675,0.2200,0.6029,"guenon, langur, marmoset, patas, titi","guenon, squirrel_monkey, spider_monkey, howler_monkey, colobus","guenon, macaque, langur, colobus, proboscis_monkey"
n02486261,patas,1.4260,0.4000,0.4471,"patas, baboon, langur, macaque, gorilla","squirrel_monkey, patas, colobus, spider_monkey, macaque","patas, baboon, macaque, langur, colobus"
n02486410,baboon,1.2936,0.2200,0.4917,"baboon, patas, langur, macaque, gorilla","baboon, chimpanzee, howler_monkey, colobus, capuchin","baboon, patas, proboscis_monkey, colobus, langur"
n02487347,macaque,1.2270,0.3400,0.4568,"macaque, spider_monkey, langur, patas, capuchin","squirrel_monkey, patas, spider_monkey, macaque, colobus","macaque, patas, baboon, proboscis_monkey, colobus"
n02488291,langur,1.2048,0.4400,0.5134,"langur, patas, macaque, spider_monkey, gibbon","langur, capuchin, howler_monkey, squirrel_monkey, spider_monkey","langur, patas, baboon, proboscis_monkey, colobus"
n02488702,colobus,1.6633,0.1800,0.5017,"colobus, patas, langur, indri, siamang","colobus, squirrel_monkey, spider_monkey, capuchin, patas","colobus, patas, baboon, proboscis_monkey, langur"
n02489166,proboscis_monkey,1.5563,0.0208,0.5020,"proboscis_monkey, colobus, patas, cowboy_hat, howler_monkey","spider_monkey, proboscis_monkey, squirrel_monkey, colobus, howler_monkey","proboscis_monkey, macaque, langur, colobus, baboon"
n02490219,marmoset,1.9067,0.3061,0.4763,"marmoset, titi, squirrel_monkey, spider_monkey, patas","squirrel_monkey, colobus, patas, spider_monkey, marmoset","marmoset, howler_monkey, capuchin, spider_monkey, squirrel_monkey"
n02492035,capuchin,1.5147,0.2800,0.3345,"capuchin, spider_monkey, howler_monkey, gibbon, siamang","capuchin, squirrel_monkey, howler_monkey, langur, spider_monkey","capuchin, howler_monkey, titi, spider_monkey, marmoset"
n02492660,howler_monkey,1.6231,0.1800,0.3701,"howler_monkey, spider_monkey, capuchin, gorilla, siamang","howler_monkey, spider_monkey, capuchin, squirrel_monkey, langur","howler_monkey, spider_monkey, squirrel_monkey, titi, capuchin"
n02493509,titi,1.6118,0.4800,0.4960,"titi, squirrel_monkey, marmoset, spider_monkey, capuchin","spider_monkey, titi, squirrel_monkey, colobus, capuchin","titi, spider_monkey, howler_monkey, capuchin, squirrel_monkey"
n02493793,spider_monkey,1.5142,0.5600,0.4163,"spider_monkey, capuchin, titi, squirrel_monkey, howler_monkey","spider_monkey, howler_monkey, squirrel_monkey, gibbon, guenon","spider_monkey, capuchin, howler_monkey, titi, marmoset"
n02494079,squirrel_monkey,1.4270,0.3400,0.4120,"squirrel_monkey, titi, spider_monkey, marmoset, macaque","squirrel_monkey, capuchin, spider_monkey, patas, colobus","squirrel_monkey, howler_monkey, spider_monkey, capuchin, marmoset"
n02497673,Madagascar_cat,2.0816,0.2708,0.5225,"Madagascar_cat, indri, wallaby, mongoose, llama","Madagascar_cat, squirrel_monkey, patas, macaque, weasel","Madagascar_cat, indri, baboon, proboscis_monkey, colobus"
n02500267,indri,2.2219,0.2000,0.4411,"indri, Madagascar_cat, gibbon, colobus, mongoose","squirrel_monkey, indri, colobus, spider_monkey, capuchin","indri, Madagascar_cat, proboscis_monkey, langur, macaque"
n02504013,Indian_elephant,1.6223,0.5833,0.5962,"Indian_elephant, tusker, African_elephant, water_buffalo, ox","Indian_elephant, tusker, African_elephant, water_buffalo, brown_bear","Indian_elephant, African_elephant, red_wolf, timber_wolf, coyote"
n02504458,African_elephant,1.1762,0.3600,0.5542,"African_elephant, tusker, Indian_elephant, hippopotamus, water_buffalo","African_elephant, tusker, Indian_elephant, water_buffalo, bison","African_elephant, Indian_elephant, timber_wolf, coyote, red_wolf"
